protein_id,taxa_id,clade,description,domain_id,start,stop,length,genus,species
A0A061SB02,582737,E,disorder_prediction,mobidb-lite,383,408,650,Tetraselmis,sp. GSL018
A0A061SGE8,582737,E,Plastid lipid-associated protein/fibrillin conserved domain,PF04755,1310,1525,1539,Tetraselmis,sp. GSL018
A0A061SH24,582737,E,disorder_prediction,mobidb-lite,144,214,294,Tetraselmis,sp. GSL018
A0A061SN67,582737,E,ATPase V1 complex subunit D,PF01813,16,209,249,Tetraselmis,sp. GSL018
A0A063C3W4,1159556,E,Indoleamine 23-dioxygenase,PF01231,191,599,616,Ustilaginoidea,virens
A0A063C8X1,1159556,E,Small GTPase superfamily,PF00071,36,183,228,Ustilaginoidea,virens
A0A063CBL9,1159556,E,Cullin N-terminal,PF00888,2911,3550,3648,Ustilaginoidea,virens
A0A063CC32,1159556,E,Lung seven transmembrane receptor-like,PF06814,145,433,531,Ustilaginoidea,virens
A0A066X4Z8,1173701,E,disorder_prediction,mobidb-lite,463,494,494,Colletotrichum,sublineola
A0A066X7L3,1173701,E,UbiA prenyltransferase family,PF01040,118,372,408,Colletotrichum,sublineola
A0A066XBR1,1173701,E,DDE superfamily endonuclease domain,PF03184,202,370,576,Colletotrichum,sublineola
A0A066XFV6,1173701,E,ABC-2 type transporter,PF01061,1131,1338,1447,Colletotrichum,sublineola
A0A066XIL3,1173701,E,Short-chain dehydrogenase/reductase SDR,PF00106,316,496,903,Colletotrichum,sublineola
A0A067DFS1,2711,E,Pentatricopeptide repeat,PF13041,245,292,403,Citrus,sinensis
A0A067DI87,2711,E,Plant methyltransferase dimerisation,PF08100,1,41,239,Citrus,sinensis
A0A067DIZ3,2711,E,VRR-NUC domain,PF08774,775,841,841,Citrus,sinensis
A0A067DJF1,2711,E,Exportin-1/Importin-beta-like,PF08389,15,158,831,Citrus,sinensis
A0A067DK06,2711,E,Pentatricopeptide repeat,PF01535,196,216,641,Citrus,sinensis
A0A067DL66,2711,E,Pentatricopeptide repeat,PF01535,53,82,624,Citrus,sinensis
A0A067DLT9,2711,E,IQ motif EF-hand binding site,PF00612,737,755,1513,Citrus,sinensis
A0A067E1Z2,2711,E,Protein of unknown function DUF761 plant,PF05553,55,70,87,Citrus,sinensis
A0A067E2Y2,2711,E,Domain of unknown function DUF4216,PF13952,84,151,152,Citrus,sinensis
A0A067EP44,2711,E,WD40 repeat,PF00400,227,262,434,Citrus,sinensis
A0A067F4U9,2711,E,Leucine-rich repeat-containing N-terminal plant-type,PF08263,8,40,228,Citrus,sinensis
A0A067FAV5,2711,E,Partial AB-hydrolase lipase domain,PF04083,257,311,661,Citrus,sinensis
A0A067FDU5,2711,E,disorder_prediction,mobidb-lite,1,68,286,Citrus,sinensis
A0A067FIJ9,2711,E,UbiB domain,PF03109,4,99,864,Citrus,sinensis
A0A067FKU9,2711,E,Amino acid transporter transmembrane domain,PF01490,159,391,404,Citrus,sinensis
A0A067FQ94,2711,E,disorder_prediction,mobidb-lite,336,420,420,Citrus,sinensis
A0A067FYB6,2711,E,FDF domain,PF09532,357,457,500,Citrus,sinensis
A0A067G5X0,2711,E,disorder_prediction,mobidb-lite,3305,3461,3574,Citrus,sinensis
A0A067G6A9,2711,E,Inorganic pyrophosphatase,PF00719,53,173,212,Citrus,sinensis
A0A067G9W9,2711,E,tRNA methyltransferase Trm1,PF02005,11,468,581,Citrus,sinensis
A0A067GF16,2711,E,Mitochondrial matrix Mmp37,PF09139,41,355,361,Citrus,sinensis
A0A067GFU1,2711,E,Organic solute transporter subunit alpha/Transmembrane protein 184,PF03619,8,166,170,Citrus,sinensis
A0A067GPH1,2711,E,disorder_prediction,mobidb-lite,127,191,867,Citrus,sinensis
A0A067H7Y6,2711,E,disorder_prediction,mobidb-lite,34,53,643,Citrus,sinensis
A0A067JBM6,180498,E,disorder_prediction,mobidb-lite,310,380,562,Jatropha,curcas
A0A067JQG5,180498,E,Ubiquitin domain,PF00240,79,150,154,Jatropha,curcas
A0A067JVA7,180498,E,PAS fold,PF00989,768,887,1143,Jatropha,curcas
A0A067K3M0,180498,E,IQ motif EF-hand binding site,PF00612,56,75,368,Jatropha,curcas
A0A067K602,180498,E,disorder_prediction,mobidb-lite,1,50,412,Jatropha,curcas
A0A067KKT6,180498,E,Pentatricopeptide repeat,PF01535,149,175,707,Jatropha,curcas
A0A067KR17,180498,E,Leucine-rich repeat,PF13855,559,617,1135,Jatropha,curcas
A0A067KUK4,180498,E,disorder_prediction,mobidb-lite,141,208,701,Jatropha,curcas
A0A067LB40,180498,E,AP2/ERF domain,PF00847,19,69,196,Jatropha,curcas
A0A067QN46,136037,E,disorder_prediction,mobidb-lite,1,157,710,Zootermopsis,nevadensis
A0A067QT63,136037,E,disorder_prediction,mobidb-lite,218,257,703,Zootermopsis,nevadensis
A0A067QV25,136037,E,Kelch repeat type 1,PF01344,401,445,582,Zootermopsis,nevadensis
A0A067R2T3,136037,E,Transforming protein Ski,PF02437,71,178,303,Zootermopsis,nevadensis
A0A067R6R8,136037,E,disorder_prediction,mobidb-lite,104,225,1154,Zootermopsis,nevadensis
A0A067R7W8,136037,E,PDZ domain,PF00595,41,105,1451,Zootermopsis,nevadensis
A0A067RBH5,136037,E,Domain of unknown function DUF4614,PF15391,60,241,254,Zootermopsis,nevadensis
A0A067RF88,136037,E,disorder_prediction,mobidb-lite,548,567,840,Zootermopsis,nevadensis
A0A067RFV2,136037,E,disorder_prediction,mobidb-lite,189,221,443,Zootermopsis,nevadensis
A0A067RMA2,136037,E,Protein of unknown function DUF4816,PF16086,602,630,708,Zootermopsis,nevadensis
A0A067RWI8,136037,E,disorder_prediction,mobidb-lite,684,720,781,Zootermopsis,nevadensis
A0A067XQH9,1381984,E,Maturase MatK N-terminal domain,PF01824,1,334,437,Chorizanthe,stellulata
A0A067YIW5,407941,E,RNA polymerase beta subunit protrusion,PF04563,6,53,113,Teratosphaeria,considenianae
A0A067YZZ3,1233216,E,NADH dehydrogenase subunit 2 C-terminal,PF06444,290,343,346,Lyrurus,tetrix
A0A067Z7S9,1454253,E,EF-hand domain,PF13833,5,46,47,Diaporthe,sp. LNDD001
A0A068FBN5,145453,E,Ionotropic glutamate receptor,PF00060,357,628,651,Calliphora,stygia
A0A068TRC5,49390,E,Pentatricopeptide repeat,PF01535,494,517,613,Coffea,canephora
A0A068TUV7,49390,E,Uncharacterized protein OS=Coffea canephora GN=GSCOC_T00029511001 PE=4 SV=1,CoiledCoil,442,463,507,Coffea,canephora
A0A068TVS9,49390,E,Endosulphine,PF04667,50,120,177,Coffea,canephora
A0A068TXJ1,49390,E,AP2/ERF domain,PF00847,124,172,330,Coffea,canephora
A0A068U1C8,49390,E,disorder_prediction,mobidb-lite,453,492,492,Coffea,canephora
A0A068U4G0,49390,E,RNA recognition motif domain,PF00076,94,152,355,Coffea,canephora
A0A068U6Z6,49390,E,disorder_prediction,mobidb-lite,62,90,223,Coffea,canephora
A0A068UCW3,49390,E,disorder_prediction,mobidb-lite,161,210,327,Coffea,canephora
A0A068UF69,49390,E,Protein Networked (NET) actin-binding (NAB) domain,PF07765,14,87,1614,Coffea,canephora
A0A068UQJ2,49390,E,Glycoside hydrolase family 3 N-terminal,PF00933,37,241,276,Coffea,canephora
A0A068URS7,49390,E,RNA recognition motif domain,PF00076,15,89,391,Coffea,canephora
A0A068USH8,49390,E,disorder_prediction,mobidb-lite,1,24,540,Coffea,canephora
A0A068UUZ0,49390,E,disorder_prediction,mobidb-lite,297,358,358,Coffea,canephora
A0A068UZQ0,49390,E,ABC transporter-like,PF00005,102,252,679,Coffea,canephora
A0A068V3V9,49390,E,disorder_prediction,mobidb-lite,1,38,879,Coffea,canephora
A0A068VJF7,49390,E,ABC transporter type 1 transmembrane domain,PF00664,2,193,508,Coffea,canephora
A0A068VJK0,49390,E,Serine-threonine/tyrosine-protein kinase catalytic domain,PF07714,73,343,399,Coffea,canephora
A0A068VK84,49390,E,NB-ARC,PF00931,168,448,1184,Coffea,canephora
A0A068WF44,6210,E,disorder_prediction,mobidb-lite,295,327,1027,Echinococcus,granulosus
A0A068WGF6,6210,E,Signal recognition particle SRP14 subunit,PF02290,3,96,133,Echinococcus,granulosus
A0A068WNM9,6210,E,GPI mannosyltransferase,PF03901,12,427,566,Echinococcus,granulosus
A0A068WS33,6210,E,Protein FAM214/SPAC3H8.04 C-terminal,PF13889,629,685,688,Echinococcus,granulosus
A0A068WX54,6210,E,disorder_prediction,mobidb-lite,474,517,856,Echinococcus,granulosus
A0A068WY63,6210,E,disorder_prediction,mobidb-lite,801,826,826,Echinococcus,granulosus
A0A068X4F1,6210,E,CBS domain,PF00571,366,417,651,Echinococcus,granulosus
A0A068X732,85433,E,disorder_prediction,mobidb-lite,1420,1443,2200,Hymenolepis,microstoma
A0A068X8F4,85433,E,disorder_prediction,mobidb-lite,355,399,399,Hymenolepis,microstoma
A0A068XKF6,85433,E,disorder_prediction,mobidb-lite,1,31,328,Hymenolepis,microstoma
A0A068XMJ4,85433,E,Cadherin,PF00028,306,398,1413,Hymenolepis,microstoma
A0A068XS64,85433,E,RNA polymerase Rpb2 domain 7,PF04560,1066,1185,1190,Hymenolepis,microstoma
A0A068Y1F4,6211,E,Aminotransferase class I/classII,PF00155,165,509,522,Echinococcus,multilocularis
A0A068Y4E0,6211,E,disorder_prediction,mobidb-lite,215,235,277,Echinococcus,multilocularis
A0A068YCR0,6211,E,disorder_prediction,mobidb-lite,1225,1304,1956,Echinococcus,multilocularis
A0A069DZ75,65343,E,disorder_prediction,mobidb-lite,1,25,526,Panstrongylus,megistus
A0A069DZS6,65343,E,FERM central domain,PF00373,93,203,1323,Panstrongylus,megistus
A0A072TKG8,3880,E,Ribulose bisphosphate carboxylase large subunit C-terminal,PF00016,154,462,479,Medicago,truncatula
A0A072UTM8,3880,E,Repetitive proline-rich cell wall protein repeat,PF02095,98,103,110,Medicago,truncatula
A0A072V2Y3,3880,E,Solute-binding protein  family 3/N-terminal domain of MltF,PF00497,489,754,781,Medicago,truncatula
A0A072VCB2,3880,E,Frigida-like,PF07899,456,588,593,Medicago,truncatula
A0A072VCB7,3880,E,disorder_prediction,mobidb-lite,61,94,654,Medicago,truncatula
A0A072VD00,3880,E,Auxin response factor,PF06507,177,259,693,Medicago,truncatula
A0A072VEN8,3880,E,Serine-threonine/tyrosine-protein kinase catalytic domain,PF07714,360,625,678,Medicago,truncatula
A0A072VIQ7,3880,E,Argonaute linker 2 domain,PF16488,91,135,594,Medicago,truncatula
A0A072VPD9,3880,E,FF domain,PF01846,489,538,1048,Medicago,truncatula
A0A072VWM9,3880,E,Snf7 family,PF03357,481,649,677,Medicago,truncatula
A0A074SVP7,99158,E,disorder_prediction,mobidb-lite,360,396,803,Hammondia,hammondi
A0A074T061,99158,E,disorder_prediction,mobidb-lite,5118,5138,6014,Hammondia,hammondi
A0A074T248,99158,E,disorder_prediction,mobidb-lite,836,955,1028,Hammondia,hammondi
A0A074T902,99158,E,disorder_prediction,mobidb-lite,1527,1546,1585,Hammondia,hammondi
A0A074TB92,99158,E,disorder_prediction,mobidb-lite,477,506,506,Hammondia,hammondi
A0A074TDF8,99158,E,GHMP kinase N-terminal domain,PF00288,435,498,885,Hammondia,hammondi
A0A074TPT7,99158,E,GPI transamidase component Gaa1,PF04114,314,537,1012,Hammondia,hammondi
A0A074YVQ2,6198,E,FAD-binding type 1,PF00667,1,75,77,Opisthorchis,viverrini
A0A074Z537,6198,E,Vacuolar protein sorting-associated VPS28,PF03997,165,337,343,Opisthorchis,viverrini
A0A074ZF37,6198,E,Roadblock/LAMTOR2 domain,PF03259,17,100,121,Opisthorchis,viverrini
A0A074ZQU8,6198,E,disorder_prediction,mobidb-lite,1408,1434,2907,Opisthorchis,viverrini
A0A074ZXP4,6198,E,Pleckstrin homology domain,PF00169,216,296,597,Opisthorchis,viverrini
A0A075A0K6,6198,E,disorder_prediction,mobidb-lite,1,20,442,Opisthorchis,viverrini
A0A075A1L1,6198,E,Thrombospondin type-1 (TSP1) repeat,PF00090,3435,3486,4468,Opisthorchis,viverrini
A0A075A1S6,6198,E,Uncharacterized protein (Fragment) OS=Opisthorchis viverrini GN=T265_12571 PE=4 SV=1,CoiledCoil,1080,1129,1805,Opisthorchis,viverrini
A0A075A4A2,6198,E,ATPase AAA-type core,PF00004,545,657,804,Opisthorchis,viverrini
A0A075A631,6198,E,disorder_prediction,mobidb-lite,982,1019,1019,Opisthorchis,viverrini
A0A075A990,6198,E,Peptidase M20,PF01546,89,175,249,Opisthorchis,viverrini
A0A075ADH6,6198,E,disorder_prediction,mobidb-lite,1147,1189,1410,Opisthorchis,viverrini
A0A075AHD3,6198,E,disorder_prediction,mobidb-lite,18,44,218,Opisthorchis,viverrini
A0A075B9P2,396694,E,Cytochrome c oxidase subunit I,PF00115,2,220,220,Brachionus,diversicornis
A0A075BDQ9,1235664,E,RNA polymerase Rpb2 domain 3,PF04565,380,448,1075,Yushania,levigata
A0A075BEG6,863009,E,Ribosomal protein S18,PF01084,54,102,163,Indocalamus,wilsonii
A0A075BJX3,648681,E,Translation elongation factor EFTu/EF1A C-terminal,PF03143,222,298,298,Clitopilus,hobsonii
A0A075CXE2,225159,E,Cytochrome c oxidase subunit I,PF00115,2,165,165,Lottia,digitalis
A0A075D534,50745,E,Cytochrome c oxidase-like subunit III,PF00510,7,263,265,Andreaea,rothii
A0A075EDD2,256688,E,Cytochrome c oxidase subunit I,PF00115,1,231,231,Sporophila,bouvreuil
A0A075IJB9,3436,E,Membrane transport protein,PF03547,57,105,107,Persea,borbonia
A0A075IPG5,1458979,E,Domain X,PF01348,213,274,275,Micromeria,gomerensis
A0A075Q4K6,573971,E,Nerve growth factor-related,PF00243,121,229,232,Sternotherus,carinatus
A0A075QX38,32553,E,Cytochrome C oxidase subunit II transmembrane domain,PF02790,1,83,227,Ningaui,ridei
A0A075TS06,148094,E,V-D-J recombination activating protein 2,PF03089,1,162,162,Mesophylla,macconnelli
A0A075VYV9,58530,E,ATP synthase F1 complex delta/epsilon subunit N-terminal,PF02823,3,82,137,Aegilops,sharonensis
A0A076G405,798360,E,Histone H2A/H2B/H3,PF00125,2,110,110,Pectinariophyes,stalii
A0A076GY79,1529384,E,Photosystem antenna protein-like,PF00421,1,393,393,Bacillariophycidae,sp. TN-2014
A0A076JNL6,1504081,E,Cytochrome c oxidase subunit I,PF00115,2,219,219,Grapholitini,sp. JB1
A0A076JS03,6551,E,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,PF00361,101,385,435,Mytilus,trossulus
A0A076KUX2,299642,E,Actin family,PF00022,1,184,192,Nephila,pilipes
A0A076V9R4,1536671,E,Cytochrome c oxidase subunit I,PF00115,2,219,219,Vulcanolepas,scotiaensis
A0A077B3J7,280849,E,NADH:ubiquinone oxidoreductase-like 20kDa subunit,PF01058,25,109,179,Dendrocalamus,brandisii
A0A077B9V8,256677,E,Cytochrome c oxidase subunit I,PF00115,4,228,228,Trioceros,werneri
A0A077CZ66,181602,E,RNA polymerase Rpb1 domain 3,PF04983,316,475,826,Kuraishia,floccosa
A0A077CZ96,75038,E,Immunoglobulin C1-set,PF07654,212,279,355,Scatophagus,argus
A0A077D2A4,75038,E,MHC class I-like antigen recognition-like,PF00129,21,198,355,Scatophagus,argus
A0A077D8A6,1518653,E,Carbamoyl-phosphate synthetase large subunit oligomerisation domain,PF02787,69,190,283,Xiphydriidae,sp. tE4
A0A077DEQ6,80971,E,Cytochrome C oxidase subunit II transmembrane domain,PF02790,1,83,230,Amphiprion,frenatus
A0A077GV73,1540182,E,Cytochrome c oxidase subunit I,PF00115,2,429,480,Graminitigrina,bowensis
A0A077RVL4,4565,E,Uncharacterized protein OS=Triticum aestivum GN=TRAES_3BF056800110CFD_c1 PE=3 SV=1,LowComplexity,4,17,503,Triticum,aestivum
A0A077RVU7,4565,E,Ankyrin repeat-containing domain,PF12796,91,151,455,Triticum,aestivum
A0A077RVW1,4565,E,Leucine-rich repeat,PF00560,89,109,257,Triticum,aestivum
A0A077RWP0,4565,E,disorder_prediction,mobidb-lite,27,197,1160,Triticum,aestivum
A0A077WA01,688394,E,Sin3 C-terminal,PF16879,974,1170,1183,Lichtheimia,ramosa
A0A077WBU6,688394,E,disorder_prediction,mobidb-lite,1,82,842,Lichtheimia,ramosa
A0A077WDA3,688394,E,Uncharacterized protein OS=Lichtheimia ramosa GN=LRAMOSA07128 PE=4 SV=1,LowComplexity,383,398,486,Lichtheimia,ramosa
A0A077WL08,688394,E,disorder_prediction,mobidb-lite,1,32,519,Lichtheimia,ramosa
A0A077WN17,688394,E,Chromo domain,PF00385,96,147,461,Lichtheimia,ramosa
A0A077WP29,688394,E,Pumilio RNA-binding repeat,PF00806,729,749,1047,Lichtheimia,ramosa
A0A077WP81,688394,E,ATPase vacuolar ER assembly factor Vma12,PF11712,69,197,208,Lichtheimia,ramosa
A0A077WR03,688394,E,Ribosomal protein L32e,PF01655,16,122,131,Lichtheimia,ramosa
A0A077WSA0,688394,E,Neutral/alkaline non-lysosomal ceramidase C-terminal,PF17048,491,664,716,Lichtheimia,ramosa
A0A077WSZ1,688394,E,CBS domain,PF00571,242,301,477,Lichtheimia,ramosa
A0A077WXG2,688394,E,Ureohydrolase,PF00491,84,377,385,Lichtheimia,ramosa
A0A077X249,688394,E,Exocyst component Exo84 C-terminal,PF16528,381,583,730,Lichtheimia,ramosa
A0A077X315,688394,E,disorder_prediction,mobidb-lite,1,22,708,Lichtheimia,ramosa
A0A077Y0I8,5861,E,AP complex mu/sigma subunit,PF01217,1,138,141,Plasmodium,yoelii
A0A077Z4L8,36087,E,Double-stranded RNA-binding domain,PF00035,149,218,1195,Trichuris,trichiura
A0A077Z826,36087,E,Proteasome alpha-subunit N-terminal domain,PF10584,8,30,239,Trichuris,trichiura
A0A077ZF67,36087,E,CTP synthase N-terminal,PF06418,3,271,561,Trichuris,trichiura
A0A077ZNC0,5949,E,Methionine synthase OS=Stylonychia lemnae GN=Contig15330.g16342 PE=4 SV=1,CoiledCoil,910,931,1264,Stylonychia,lemnae
A0A077ZP30,5949,E,Vacuolar protein sorting-associated protein 13 second N-terminal domain,PF16908,145,354,1277,Stylonychia,lemnae
A0A077ZYE0,5949,E,BRCT domain,PF00533,556,626,755,Stylonychia,lemnae
A0A078A182,5949,E,MYND-like zinc finger mRNA-binding,PF15801,13,58,361,Stylonychia,lemnae
A0A078ADS5,5949,E,Signal transduction response regulator receiver domain,PF00072,1016,1091,1160,Stylonychia,lemnae
A0A078AU56,5949,E,disorder_prediction,mobidb-lite,4972,5016,5016,Stylonychia,lemnae
A0A078B167,5949,E,disorder_prediction,mobidb-lite,281,416,4379,Stylonychia,lemnae
A0A078B8V2,5949,E,Transcription elongation factor S-II central domain,PF07500,235,339,404,Stylonychia,lemnae
A0A078B8Z5,5949,E,disorder_prediction,mobidb-lite,183,205,616,Stylonychia,lemnae
A0A078B9L3,5949,E,disorder_prediction,mobidb-lite,171,193,1644,Stylonychia,lemnae
A0A078C1V2,3708,E,disorder_prediction,mobidb-lite,25,191,285,Brassica,napus
A0A078C694,3708,E,Protein of unknown function DUF241 plant,PF03087,48,256,257,Brassica,napus
A0A078CA80,3708,E,ATPase AAA-type core,PF00004,174,287,743,Brassica,napus
A0A078CF80,3708,E,Leucine-rich repeat,PF00560,448,465,540,Brassica,napus
A0A078CIM2,3708,E,Polycomb protein VEFS-Box,PF09733,249,384,423,Brassica,napus
A0A078CU36,3708,E,Kinesin motor domain,PF00225,117,410,628,Brassica,napus
A0A078D5D2,3708,E,Terpene synthase N-terminal domain,PF01397,21,182,537,Brassica,napus
A0A078DV18,3708,E,Haem peroxidase plant/fungal/bacterial,PF00141,39,273,312,Brassica,napus
A0A078DWT4,3708,E,disorder_prediction,mobidb-lite,37,62,296,Brassica,napus
A0A078DYU8,3708,E,DYW domain,PF14432,552,676,686,Brassica,napus
A0A078DZV1,3708,E,Seven-in-absentia protein TRAF-like domain,PF03145,85,284,305,Brassica,napus
A0A078E2G4,3708,E,Helicase C-terminal,PF00271,552,680,1180,Brassica,napus
A0A078E3Q3,3708,E,MORN motif,PF02493,205,226,397,Brassica,napus
A0A078E3X0,3708,E,CO/COL/TOC1 conserved site,PF09425,210,235,263,Brassica,napus
A0A078E4X2,3708,E,Toll/interleukin-1 receptor homology (TIR) domain,PF01582,12,172,1204,Brassica,napus
A0A078E5A8,3708,E,Rapid ALkalinization Factor,PF05498,46,108,111,Brassica,napus
A0A078ECC4,3708,E,Leucine-rich repeat,PF13855,84,130,628,Brassica,napus
A0A078EQ35,3708,E,Hexokinase C-terminal,PF03727,247,487,499,Brassica,napus
A0A078ERF8,3708,E,disorder_prediction,mobidb-lite,106,127,446,Brassica,napus
A0A078ERI9,3708,E,SANT/Myb domain,PF00249,67,112,328,Brassica,napus
A0A078ES12,3708,E,MORN motif,PF02493,189,206,427,Brassica,napus
A0A078ESM5,3708,E,Oxoglutarate/iron-dependent dioxygenase,PF03171,223,321,372,Brassica,napus
A0A078EV27,3708,E,Heat shock protein 70 family,PF00012,15,169,179,Brassica,napus
A0A078EVZ0,3708,E,disorder_prediction,mobidb-lite,184,206,223,Brassica,napus
A0A078EWM2,3708,E,Ubiquitin carboxyl-terminal hydrolase 7 ICP0-binding domain,PF12436,625,875,1116,Brassica,napus
A0A078F1D5,3708,E,Atypical Arm repeat,PF16186,455,502,533,Brassica,napus
A0A078F2V6,3708,E,AP2/ERF domain,PF00847,26,76,270,Brassica,napus
A0A078F5I4,3708,E,Peptidase S8/S53 domain,PF00082,163,661,833,Brassica,napus
A0A078F710,3708,E,Asparagine synthase,PF00733,210,360,565,Brassica,napus
A0A078F7L1,3708,E,Translation initiation factor IF2/IF5,PF01873,144,252,272,Brassica,napus
A0A078F8P3,3708,E,Pyridine nucleotide-disulphide oxidoreductase dimerisation domain,PF02852,256,359,379,Brassica,napus
A0A078F9L0,3708,E,disorder_prediction,mobidb-lite,240,262,276,Brassica,napus
A0A078FKD2,3708,E,disorder_prediction,mobidb-lite,1,404,886,Brassica,napus
A0A078FSW2,3708,E,disorder_prediction,mobidb-lite,41,60,782,Brassica,napus
A0A078FX66,3708,E,F-box domain,PF00646,31,73,295,Brassica,napus
A0A078G505,3708,E,Hydrophobic seed protein,PF14547,27,109,111,Brassica,napus
A0A078GBN3,3708,E,Myosin head motor domain,PF00063,164,822,1157,Brassica,napus
A0A078GQ45,3708,E,Zinc finger RING-type,PF13639,135,178,212,Brassica,napus
A0A078GQV7,3708,E,disorder_prediction,mobidb-lite,370,418,861,Brassica,napus
A0A078H4S0,3708,E,SWIRM domain,PF04433,150,227,701,Brassica,napus
A0A078H522,3708,E,disorder_prediction,mobidb-lite,1204,1225,2052,Brassica,napus
A0A078HBD0,3708,E,Tubby C-terminal,PF01167,147,382,389,Brassica,napus
A0A078HW80,3708,E,disorder_prediction,mobidb-lite,1,25,290,Brassica,napus
A0A078I0A4,3708,E,Translation Initiation factor eIF- 4e,PF01652,71,222,244,Brassica,napus
A0A078I8W3,3708,E,Ribosomal protein L6 N-terminal,PF03868,3,61,232,Brassica,napus
A0A078IGX8,3708,E,CHCH,PF06747,50,82,118,Brassica,napus
A0A078IH39,3708,E,Transcription factor K-box,PF01486,83,170,240,Brassica,napus
A0A078IIC9,3708,E,disorder_prediction,mobidb-lite,331,396,396,Brassica,napus
A0A078IY75,3708,E,Kinesin motor domain,PF00225,96,427,1269,Brassica,napus
A0A078IYX0,3708,E,disorder_prediction,mobidb-lite,223,414,414,Brassica,napus
A0A078J6K9,3708,E,Oxoglutarate/iron-dependent dioxygenase,PF03171,159,265,320,Brassica,napus
A0A078J705,3708,E,Glycosyltransferase family 92,PF01697,282,528,568,Brassica,napus
A0A078JDE7,3708,E,E3 ubiquitin ligase domain of unknown function DUF908,PF06012,110,208,266,Brassica,napus
A0A078JF71,3708,E,Translation elongation factor EFTu-like domain 2,PF03144,296,366,688,Brassica,napus
A0A078JHF3,3708,E,disorder_prediction,mobidb-lite,72,98,372,Brassica,napus
A0A078JNN1,3708,E,AMP-dependent synthetase/ligase,PF00501,85,590,718,Brassica,napus
